segment,predictor,coef,coef_bootstrap_n,coef_bootstrap_ci_lower,coef_bootstrap_ci_upper
acceptor,svss_c,-0.11418311042498522,10000,-0.31604891918466227,0.02466982326467198
acceptor,svss_st,0.03892487096503396,10000,-0.10158783600217414,0.21385080140347737
acceptor,w,0.3088806218841964,10000,0.22855906214470048,0.5963836262828899
fencesitter,(Intercept),0.5569957319578335,10000,0.4438792270550308,0.9858236620176936
fencesitter,bfi_a,0.021745143214993337,10000,-0.13279465604291968,0.16886839493460776
fencesitter,bfi_c,-0.06093338874565829,10000,-0.21253512227297736,0.09022695555472367
fencesitter,bfi_e,0.027311636808738046,10000,-0.11070867354978012,0.19239650885191947
fencesitter,bfi_n,-0.015187807402104132,10000,-0.1666329984661991,0.1446262329578573
fencesitter,bfi_o,-0.06603811383341211,10000,-0.241170660947064,0.06377455271677218
fencesitter,cfc_f,0.05587323186177406,10000,-0.09984149900422057,0.25913916329058473
fencesitter,cfc_i,-0.003356925198330005,10000,-0.1994818100214566,0.1716173541225827
fencesitter,ci,0.14730631397258823,10000,0.02407072230696339,0.3604958230505915
fencesitter,ews_d,-0.112906349066561,10000,-0.36376291837506497,0.05485867714622149
fencesitter,ews_e,0.046339632991769776,10000,-0.15431950792972532,0.23190988175479027
fencesitter,kv,-0.05624773008814138,10000,-0.23968083775077695,0.09931482129968612
fencesitter,mms_cau_c,0.043330510370051714,10000,-0.10756344202545566,0.23165194277089532
fencesitter,mms_cau_e,0.07518580770974925,10000,-0.08012132946439109,0.28462146026652363
fencesitter,mms_cau_n,0.05497208718879113,10000,-0.09918133722142247,0.2362156975511785
fencesitter,mms_con_p,-0.01854554965376263,10000,-0.19263478281970675,0.13886387959389324
fencesitter,mms_con_s,-0.08963639263570211,10000,-0.30340566519690615,0.05006118054992751
fencesitter,mms_hum,0.11780313919112327,10000,-0.021445576260304935,0.3461673663068863
fencesitter,mms_mit_c,-0.030706021333308846,10000,-0.22996703557136786,0.15423280234279113
fencesitter,mms_mit_g,-0.03814450443080225,10000,-0.19630213386317602,0.1377784456422282
fencesitter,mms_mit_e,0.14041621303832202,10000,0.011016916279834437,0.3550213978992985
fencesitter,ncs,0.010698524587332227,10000,-0.1461211043600655,0.17757506674188459
fencesitter,pi,0.026530442128605572,10000,-0.17061687667699107,0.19272926450794658
fencesitter,sj,0.05657234263771561,10000,-0.12202452711548517,0.23148551602897507
fencesitter,ss_e,0.10834868091704301,10000,-0.04807275488432405,0.2981708371524306
fencesitter,ss_r,0.07823666779319575,10000,-0.09091288635880325,0.27531118758586265
fencesitter,svss_c,0.0069375792816809495,10000,-0.1665830551097781,0.18255909632679115
fencesitter,svss_st,-0.09624092310231495,10000,-0.2773956607424368,0.049214738922684007
fencesitter,w,-0.05981151400617143,10000,-0.2510800101954855,0.1099639295960085
sceptic,(Intercept),-2.1994658340767934,10000,-3.0558605638799046,-2.1936504170766176
sceptic,bfi_a,-0.0577671442995983,10000,-0.2051851082470278,0.0969693802487186
sceptic,bfi_c,0.02761590483404876,10000,-0.14848978690048725,0.16039155541617042
sceptic,bfi_e,-0.019374936910448885,10000,-0.18349884081347284,0.11315222902231412
sceptic,bfi_n,-0.09412510633988987,10000,-0.2884309616336298,0.009418091856224073
sceptic,bfi_o,0.06903288409748376,10000,-0.04941229481028667,0.24948306468744913
sceptic,cfc_f,-0.10900794481065726,10000,-0.3308875059901729,0.04210438332953346
sceptic,cfc_i,-0.020424424281785054,10000,-0.2120019801920349,0.0971578930156365
sceptic,ci,0.0015591833635050709,10000,-0.1848579049373268,0.17072352758872178
sceptic,ews_d,-0.06782039556534648,10000,-0.2120816774624958,0.1017472129267374
sceptic,ews_e,0.15226794884815373,10000,0.02503911099309534,0.37924366637150675
sceptic,kv,0.15466943057139024,10000,0.03708100829332279,0.4281033752923763
sceptic,mms_cau_c,-0.1924662938995212,10000,-0.3569312963759144,-0.10766098183598748
sceptic,mms_cau_e,-0.15801423700233583,10000,-0.317005612333377,-0.05495756682866438
sceptic,mms_cau_n,0.021776073719728072,10000,-0.15288307771670892,0.20373575579259126
sceptic,mms_con_p,-0.10056698788155377,10000,-0.22923120931977561,0.023104267797114306
sceptic,mms_con_s,-0.10118866912372272,10000,-0.22796315081420135,0.0387258693626133
sceptic,mms_hum,-0.3225026018219836,10000,-0.5928819100601159,-0.22548301049294892
sceptic,mms_mit_c,-0.08072798813145923,10000,-0.2656224512849753,0.01818794383272699
sceptic,mms_mit_g,-0.06069283959174947,10000,-0.27162237186864047,0.052257633330856125
sceptic,mms_mit_e,-0.013078097844890876,10000,-0.13845705595175214,0.1547058515933413
sceptic,ncs,0.10441147440000023,10000,-0.02979243873995626,0.30941226680321304
sceptic,pi,0.15788174769259442,10000,0.024935338317627086,0.40341329673899673
sceptic,sj,-0.09301447218859527,10000,-0.3019571128089895,0.06889295573587051
sceptic,ss_e,0.2254532328900582,10000,0.1582707867245327,0.42994355792280353
sceptic,ss_r,0.2117449117161384,10000,0.15408774778359216,0.4002618437909032
sceptic,svss_c,0.10724553114330428,10000,-0.05271237462301475,0.3242649970344394
sceptic,svss_st,0.05731605213728099,10000,-0.11556727603823728,0.23776488291383335
sceptic,w,-0.24906910787802494,10000,-0.5040040623010852,-0.1870158649077363
